"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0O830","2019-09-25 00:00:00","127.000","0.000","0.000","23.000","0.950","1002.800","","0.000","-99.000","-99.000","-99.000","33.000","","21.200",""
"C0S760","2019-09-25 00:00:00","1621.000","0.000","0.100","14.400","1.000","844.600","","0.500","-99.000","-99.000","-99.000","17.500","","13.700",""
"C0X160","2019-09-25 00:00:00","26.000","25.000","1.700","25.800","0.740","1014.000","","0.000","-99.000","-99.000","-99.000","31.200","","23.000",""
"C0C490","2019-09-25 00:00:00","157.000","62.000","1.300","22.900","0.690","1000.000","","0.000","-99.000","-99.000","-99.000","26.900","","22.700",""
"C0U990","2019-09-25 00:00:00","31.000","255.000","1.500","22.100","0.800","1017.100","","0.500","-99.000","-99.000","-99.000","23.500","","21.400",""
"C0U940","2019-09-25 00:00:00","25.000","258.000","1.400","21.400","0.810","1017.800","","3.000","-99.000","-99.000","-99.000","22.400","","20.500",""
"C0S970","2019-09-25 00:00:00","19.000","328.000","1.000","23.700","0.840","1016.100","","0.500","-99.000","-99.000","-99.000","28.200","","23.300",""
"C0V260","2019-09-25 00:00:00","126.000","91.000","1.100","23.400","0.880","1002.800","","0.000","-99.000","-99.000","-99.000","33.600","","22.400",""
"C0H990","2019-09-25 00:00:00","3076.000","252.000","1.300","9.000","0.590","710.100","","0.000","-99.000","-99.000","-99.000","12.700","","5.700",""
"C0AH90","2019-09-25 00:00:00","660.000","0.000","0.000","17.300","0.990","948.200","","2.500","-99.000","-99.000","-99.000","18.900","","15.500",""
"C0W150","2019-09-25 00:00:00","42.000","73.000","3.400","25.000","0.670","1014.700","","0.000","-99.000","-99.000","-99.000","29.500","","23.800",""
"C0F000","2019-09-25 00:00:00","273.000","68.000","0.800","21.600","0.960","984.200","","0.000","-99.000","-99.000","-99.000","28.400","","20.500",""
"C0K410","2019-09-25 00:00:00","20.000","33.000","1.300","23.900","0.710","1013.600","","0.000","-99.000","-99.000","-99.000","30.400","","21.500",""
"C0R140","2019-09-25 00:00:00","740.000","292.000","0.300","20.300","0.990","937.100","","3.000","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0V800","2019-09-25 00:00:00","256.000","293.000","0.400","23.100","0.880","986.200","","0.000","-99.000","-99.000","-99.000","30.000","","21.400",""
"C0S830","2019-09-25 00:00:00","288.000","309.000","0.500","22.400","0.750","987.600","","0.000","-99.000","-99.000","-99.000","27.100","","21.800",""
"C0S920","2019-09-25 00:00:00","98.000","305.000","0.600","22.700","0.950","1002.800","","3.500","-99.000","-99.000","-99.000","28.700","","21.800",""
"C0V640","2019-09-25 00:00:00","35.000","78.000","2.000","24.900","0.830","1012.800","","0.000","-99.000","-99.000","-99.000","30.400","","22.800",""
"C0AH80","2019-09-25 00:00:00","68.000","55.000","0.900","19.600","0.950","1011.200","","0.000","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0K250","2019-09-25 00:00:00","12.000","0.000","0.000","21.700","0.850","1015.700","","0.000","-99.000","-99.000","-99.000","31.900","","19.900",""
"C0I410","2019-09-25 00:00:00","180.000","339.000","0.300","23.300","0.760","995.900","","0.000","-99.000","-99.000","-99.000","29.500","","20.800",""
"C0M410","2019-09-25 00:00:00","245.000","330.000","0.300","22.900","1.000","985.500","","0.000","-99.000","-99.000","-99.000","30.000","","20.200",""
"C0F9Z0","2019-09-25 00:00:00","3193.000","255.000","1.800","10.400","0.390","700.400","","0.000","-99.000","-99.000","-99.000","12.900","","5.800",""
"C0G810","2019-09-25 00:00:00","26.000","336.000","1.100","24.400","0.750","1012.800","","0.000","-99.000","-99.000","-99.000","30.700","","22.700",""
"C0U650","2019-09-25 00:00:00","442.000","286.000","0.500","19.500","0.830","970.300","","2.000","-99.000","-99.000","-99.000","20.700","","18.600",""
"C0D660","2019-09-25 00:00:00","65.000","67.000","2.300","24.000","0.650","1009.900","","0.000","-99.000","-99.000","-99.000","27.100","","23.300",""
"C0E540","2019-09-25 00:00:00","32.000","63.000","0.300","21.700","0.800","1013.800","","0.000","-99.000","-99.000","-99.000","28.500","","20.700",""
"C0W170","2019-09-25 00:00:00","42.000","46.000","3.500","23.600","0.670","1014.300","","0.000","-99.000","-99.000","-99.000","26.000","","23.600",""
"C0Z150","2019-09-25 00:00:00","27.000","225.000","1.200","22.500","0.890","1017.000","","0.000","-99.000","-99.000","-99.000","25.700","","21.500",""
"C0S840","2019-09-25 00:00:00","22.000","282.000","1.600","23.000","0.940","1017.500","","3.000","-99.000","-99.000","-99.000","29.100","","22.600",""
"C0H9A0","2019-09-25 00:00:00","1595.000","262.000","0.600","14.100","0.990","850.500","","0.500","-99.000","-99.000","-99.000","23.300","","13.300",""
"C0Z300","2019-09-25 00:00:00","182.000","6.000","0.500","21.600","0.990","1000.200","","0.500","-99.000","-99.000","-99.000","26.200","","20.600",""
"C0G730","2019-09-25 00:00:00","27.000","15.000","2.100","22.900","0.820","1014.400","","0.000","-99.000","-99.000","-99.000","28.800","","21.100",""
"C0V730","2019-09-25 00:00:00","33.000","61.000","0.800","26.500","0.940","1013.500","","0.000","-99.000","-99.000","-99.000","30.500","","24.200",""
"C0SA00","2019-09-25 00:00:00","466.000","0.000","0.200","20.200","1.000","965.800","","3.000","-99.000","-99.000","-99.000","26.600","","19.600",""
"C0S900","2019-09-25 00:00:00","27.000","23.000","5.300","26.400","0.710","1015.100","","0.500","-99.000","-99.000","-99.000","27.800","","25.700",""
"C0C480","2019-09-25 00:00:00","105.000","0.000","0.000","23.300","0.700","1006.200","","0.000","-99.000","-99.000","-99.000","27.700","","22.900",""
"C0V720","2019-09-25 00:00:00","15.000","102.000","1.200","27.600","0.790","1014.900","","0.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0UA60","2019-09-25 00:00:00","566.000","339.000","1.700","19.400","0.820","955.600","","0.000","-99.000","-99.000","-99.000","20.900","","18.500",""
"C0A980","2019-09-25 00:00:00","11.000","154.000","1.300","23.300","0.680","1018.400","","0.000","-99.000","-99.000","-99.000","26.600","","22.400",""
"C0C670","2019-09-25 00:00:00","250.000","7.000","1.700","21.600","0.690","989.700","","0.000","-99.000","-99.000","-99.000","24.300","","21.600",""
"C0K550","2019-09-25 00:00:00","15.000","96.000","0.300","23.200","0.780","1015.500","","0.000","-99.000","-99.000","-99.000","31.100","","21.200",""
"C0R350","2019-09-25 00:00:00","35.000","31.000","2.700","24.300","0.860","1013.100","","0.500","-99.000","-99.000","-99.000","29.000","","23.200",""
"C0T9F0","2019-09-25 00:00:00","251.000","270.000","0.400","21.000","0.830","990.800","","0.500","-99.000","-99.000","-99.000","24.900","","19.700",""
"C0D390","2019-09-25 00:00:00","146.000","0.000","0.000","22.600","0.700","999.200","","0.000","-99.000","-99.000","-99.000","27.600","","22.200",""
"C0E430","2019-09-25 00:00:00","258.000","189.000","1.000","20.100","0.930","991.300","","0.000","-99.000","-99.000","-99.000","26.700","","19.000",""
"CM0010","2019-09-25 00:00:00","68.000","0.000","0.200","22.400","-99.000","1011.800","","0.000","-99.000","-99.000","-99.000","25.700","","22.400",""
"C0K500","2019-09-25 00:00:00","12.000","29.000","0.800","23.300","0.750","1014.400","","0.000","-99.000","-99.000","-99.000","30.100","","21.100",""
"C0X260","2019-09-25 00:00:00","39.000","14.000","0.600","23.600","0.770","1012.800","","0.000","-99.000","-99.000","-99.000","32.100","","21.300",""
"C0ACA0","2019-09-25 00:00:00","25.000","82.000","1.000","23.400","0.670","1015.100","","0.000","-99.000","-99.000","-99.000","26.100","","23.400",""
"C0X180","2019-09-25 00:00:00","62.000","0.000","0.000","23.800","0.980","1009.200","","0.000","-99.000","-99.000","-99.000","32.100","","21.600",""
"C0F930","2019-09-25 00:00:00","100.000","0.000","0.100","23.100","0.880","1005.200","","0.000","-99.000","-99.000","-99.000","31.000","","22.900",""
"C0I010","2019-09-25 00:00:00","1562.000","161.000","0.500","16.400","0.980","852.800","","0.000","-99.000","-99.000","-99.000","23.100","","13.900",""
"C0M770","2019-09-25 00:00:00","164.000","0.000","0.000","23.600","0.960","997.500","","0.000","-99.000","-99.000","-99.000","29.700","","21.200",""
"C0R190","2019-09-25 00:00:00","32.000","37.000","0.900","24.200","0.980","1012.500","","0.000","-99.000","-99.000","-99.000","31.500","","22.600",""
"C0E420","2019-09-25 00:00:00","19.000","45.000","1.300","23.500","0.660","1013.300","","0.000","-99.000","-99.000","-99.000","28.000","","22.800",""
"C0W160","2019-09-25 00:00:00","49.000","52.000","12.400","24.500","0.750","1009.800","","0.000","-99.000","-99.000","-99.000","26.000","","24.400",""
"C0I460","2019-09-25 00:00:00","110.000","184.000","1.000","23.900","0.740","1004.300","","0.000","-99.000","-99.000","-99.000","30.800","","21.800",""
"C0A9F0","2019-09-25 00:00:00","35.000","122.000","0.900","23.400","0.710","1015.900","","0.000","-99.000","-99.000","-99.000","26.400","","23.200",""
"C0F9A0","2019-09-25 00:00:00","425.000","152.000","0.600","22.100","0.820","968.400","","0.000","-99.000","-99.000","-99.000","29.800","","20.500",""
"C0M760","2019-09-25 00:00:00","40.000","341.000","0.300","24.500","0.740","1012.400","","0.000","-99.000","-99.000","-99.000","31.000","","21.900",""
"C0AH70","2019-09-25 00:00:00","34.000","80.000","1.500","23.700","0.630","1015.500","","0.000","-99.000","-99.000","-99.000","26.200","","23.700",""
"C0V250","2019-09-25 00:00:00","298.000","99.000","1.000","20.800","0.950","983.200","","0.000","-99.000","-99.000","-99.000","30.100","","19.300",""
"C0U980","2019-09-25 00:00:00","573.000","60.000","1.200","17.300","0.960","956.300","","1.500","-99.000","-99.000","-99.000","21.000","","16.300",""
"C0S740","2019-09-25 00:00:00","289.000","16.000","1.000","20.700","0.900","987.400","","0.000","-99.000","-99.000","-99.000","26.900","","20.000",""
"C0A940","2019-09-25 00:00:00","49.000","71.000","1.200","24.000","0.670","1014.300","","0.000","-99.000","-99.000","-99.000","25.500","","22.600",""
"C0A920","2019-09-25 00:00:00","196.000","89.000","2.100","22.200","1.000","996.200","","0.000","-99.000","-99.000","-99.000","24.600","","21.300",""
"C0T870","2019-09-25 00:00:00","135.000","0.000","0.100","20.600","0.960","1004.000","","0.000","-99.000","-99.000","-99.000","25.300","","20.100",""
"C0O930","2019-09-25 00:00:00","69.000","0.000","0.000","21.900","1.000","1009.800","","0.000","-99.000","-99.000","-99.000","31.700","","19.700",""
"C0AI40","2019-09-25 00:00:00","37.000","119.000","1.200","24.200","0.640","1015.100","","0.000","-99.000","-99.000","-99.000","26.100","","23.400",""
"C0C460","2019-09-25 00:00:00","482.000","0.000","0.000","20.100","0.760","964.100","","0.000","-99.000","-99.000","-99.000","22.800","","18.300",""
"C0E520","2019-09-25 00:00:00","320.000","72.000","0.500","19.200","0.960","981.300","","0.000","-99.000","-99.000","-99.000","29.200","","17.700",""
"C0T9D0","2019-09-25 00:00:00","7.000","0.000","0.100","22.500","0.990","1019.200","","0.000","-99.000","-99.000","-99.000","26.600","","22.000",""
"C0I390","2019-09-25 00:00:00","1184.000","0.000","0.200","18.500","0.990","890.500","","0.000","-99.000","-99.000","-99.000","23.900","","14.900",""
"C0B020","2019-09-25 00:00:00","86.000","331.000","1.800","24.600","0.810","1007.900","","0.000","-99.000","-99.000","-99.000","25.900","","24.300",""
"CM0170","2019-09-25 00:00:00","106.000","150.000","0.800","23.000","0.890","1005.500","","0.000","-99.000","-99.000","-99.000","29.000","","21.200",""
"C0F860","2019-09-25 00:00:00","2215.000","196.000","0.300","12.800","1.000","785.700","","0.000","-99.000","-99.000","-99.000","19.500","","9.000",""
"C0U890","2019-09-25 00:00:00","116.000","283.000","2.100","21.400","0.910","1007.800","","0.500","-99.000","-99.000","-99.000","22.500","","20.700",""
"C0G800","2019-09-25 00:00:00","15.000","36.000","3.300","22.900","0.760","1014.800","","0.000","-99.000","-99.000","-99.000","28.700","","21.500",""
"C0F850","2019-09-25 00:00:00","379.000","0.000","0.000","21.500","0.820","973.500","","0.000","-99.000","-99.000","-99.000","28.800","","19.100",""
"C0AH50","2019-09-25 00:00:00","275.000","85.000","3.500","21.500","0.990","987.300","","0.000","-99.000","-99.000","-99.000","24.000","","21.500",""
"C0Z160","2019-09-25 00:00:00","124.000","198.000","0.700","22.000","0.880","1006.500","","0.000","-99.000","-99.000","-99.000","26.100","","18.900",""
"C0R540","2019-09-25 00:00:00","17.000","105.000","0.300","25.800","0.820","1014.400","","0.000","-99.000","-99.000","-99.000","29.700","","24.000",""
"C0K480","2019-09-25 00:00:00","56.000","23.000","1.000","23.300","0.760","1010.100","","0.000","-99.000","-99.000","-99.000","30.200","","21.100",""
"C0H890","2019-09-25 00:00:00","440.000","0.000","0.000","22.000","0.890","966.800","","0.000","-99.000","-99.000","-99.000","28.300","","19.800",""
"C0S770","2019-09-25 00:00:00","375.000","111.000","0.900","21.600","0.870","976.200","","0.000","-99.000","-99.000","-99.000","25.400","","20.400",""
"C0X230","2019-09-25 00:00:00","29.000","29.000","0.400","23.500","0.750","1014.900","","0.000","-99.000","-99.000","-99.000","30.600","","20.800",""
"C0B010","2019-09-25 00:00:00","38.000","78.000","1.800","22.200","0.840","1012.800","","1.000","-99.000","-99.000","-99.000","26.100","","21.600",""
"C1R340","2019-09-25 00:00:00","230.000","-99.000","-99.000","-99.000","0.920","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-09-25 00:00:00","49.000","328.000","0.900","25.200","0.840","1010.800","","0.000","-99.000","-99.000","-99.000","31.100","","23.300",""
"C0V440","2019-09-25 00:00:00","27.000","93.000","0.800","25.100","0.760","1013.200","","0.000","-99.000","-99.000","-99.000","31.400","","22.500",""
"C0SA40","2019-09-25 00:00:00","200.000","304.000","0.800","22.100","0.840","996.600","","0.000","-99.000","-99.000","-99.000","29.100","","20.900",""
"C0Z280","2019-09-25 00:00:00","224.000","159.000","0.900","20.800","0.910","995.400","","0.500","-99.000","-99.000","-99.000","25.200","","20.000",""
"C0Z070","2019-09-25 00:00:00","247.000","0.000","0.000","20.800","0.960","991.300","","0.500","-99.000","-99.000","-99.000","24.800","","19.800",""
"C0T9N0","2019-09-25 00:00:00","261.000","345.000","1.200","21.300","0.900","989.900","","0.000","-99.000","-99.000","-99.000","26.900","","20.300",""
"C0K470","2019-09-25 00:00:00","97.000","110.000","0.800","21.800","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","30.100","","20.800",""
"C0R720","2019-09-25 00:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-09-25 00:00:00","28.000","53.000","1.200","25.900","0.650","1015.300","","0.000","-99.000","-99.000","-99.000","29.600","","23.400",""
"C0H9C0","2019-09-25 00:00:00","3402.000","190.000","1.600","7.800","0.600","680.900","","0.000","-99.000","-99.000","-99.000","18.300","","6.400",""
"C0U780","2019-09-25 00:00:00","15.000","265.000","1.400","22.200","0.750","1018.400","","0.500","-99.000","-99.000","-99.000","23.400","","21.000",""
"C0U760","2019-09-25 00:00:00","22.000","288.000","0.300","23.000","0.760","1018.400","","0.000","-99.000","-99.000","-99.000","24.700","","21.700",""
"C0X290","2019-09-25 00:00:00","10.000","52.000","2.400","25.000","0.750","1015.700","","0.000","-99.000","-99.000","-99.000","28.300","","22.500",""
"C0R420","2019-09-25 00:00:00","504.000","104.000","3.500","19.300","-99.000","956.600","","0.500","-99.000","-99.000","-99.000","23.300","","19.200",""
"C0E830","2019-09-25 00:00:00","37.000","44.000","1.500","23.300","0.700","1012.500","","0.000","-99.000","-99.000","-99.000","28.500","","22.800",""
"C0K330","2019-09-25 00:00:00","38.000","0.000","0.000","23.700","0.730","1012.100","","0.000","-99.000","-99.000","-99.000","30.700","","21.100",""
"C0M660","2019-09-25 00:00:00","40.000","307.000","0.800","23.500","0.750","1012.700","","0.000","-99.000","-99.000","-99.000","30.600","","21.300",""
"C0D580","2019-09-25 00:00:00","120.000","0.000","0.000","19.400","0.790","1003.300","","0.000","-99.000","-99.000","-99.000","25.900","","18.500",""
"C0R640","2019-09-25 00:00:00","21.000","105.000","1.200","27.100","0.810","1015.100","","0.000","-99.000","-99.000","-99.000","29.000","","24.500",""
"C0E810","2019-09-25 00:00:00","53.000","12.000","1.100","20.300","0.860","1011.200","","0.000","-99.000","-99.000","-99.000","29.000","","20.200",""
"C0G830","2019-09-25 00:00:00","27.000","3.000","1.800","22.700","0.960","1012.200","","0.000","-99.000","-99.000","-99.000","29.300","","20.900",""
"C0A550","2019-09-25 00:00:00","422.000","0.000","0.000","18.100","1.000","972.200","","0.500","-99.000","-99.000","-99.000","21.300","","17.400",""
"C0G750","2019-09-25 00:00:00","31.000","344.000","1.000","22.900","0.760","1014.200","","0.000","-99.000","-99.000","-99.000","29.800","","21.200",""
"C0Z270","2019-09-25 00:00:00","343.000","291.000","0.900","21.200","0.780","981.000","","3.500","-99.000","-99.000","-99.000","23.400","","19.800",""
"C0UA30","2019-09-25 00:00:00","1397.000","0.000","0.000","13.600","1.000","866.800","","6.000","-99.000","-99.000","-99.000","15.400","","13.200",""
"C0I080","2019-09-25 00:00:00","536.000","269.000","0.300","21.800","0.870","959.700","","0.000","-99.000","-99.000","-99.000","28.200","","18.800",""
"C0UA00","2019-09-25 00:00:00","392.000","183.000","0.400","18.900","0.990","976.300","","0.000","-99.000","-99.000","-99.000","21.200","","18.800",""
"C0AD40","2019-09-25 00:00:00","32.000","80.000","2.200","22.800","0.700","1015.000","","0.000","-99.000","-99.000","-99.000","25.600","","22.600",""
"C0S660","2019-09-25 00:00:00","794.000","0.000","0.100","17.900","1.000","932.100","","0.000","-99.000","-99.000","-99.000","25.000","","17.800",""
"C0M640","2019-09-25 00:00:00","155.000","0.000","0.000","24.200","0.810","998.900","","0.000","-99.000","-99.000","-99.000","30.300","","21.300",""
"C0R660","2019-09-25 00:00:00","20.000","185.000","1.600","25.300","-99.000","1015.100","","0.000","-99.000","-99.000","-99.000","29.100","","23.500",""
"C0UA10","2019-09-25 00:00:00","1711.000","0.000","0.000","12.300","1.000","837.700","","5.000","-99.000","-99.000","-99.000","14.000","","10.300",""
"C0V770","2019-09-25 00:00:00","26.000","83.000","0.500","25.800","0.730","1013.600","","0.000","-99.000","-99.000","-99.000","30.700","","23.400",""
"C0E730","2019-09-25 00:00:00","26.000","46.000","0.400","23.700","0.660","1013.100","","0.000","-99.000","-99.000","-99.000","28.500","","22.500",""
"C0V810","2019-09-25 00:00:00","32.000","66.000","0.700","27.000","0.720","1011.700","","0.000","-99.000","-99.000","-99.000","28.800","","23.800",""
"C0A9C0","2019-09-25 00:00:00","35.000","113.000","2.000","24.000","0.680","1015.400","","0.000","-99.000","-99.000","-99.000","25.900","","23.000",""
"C0X310","2019-09-25 00:00:00","9.000","35.000","1.900","24.700","0.750","1016.600","","0.000","-99.000","-99.000","-99.000","27.400","","22.400",""
"C0K280","2019-09-25 00:00:00","23.000","37.000","1.600","23.400","0.750","1016.400","","0.000","-99.000","-99.000","-99.000","31.200","","21.300",""
"C0M650","2019-09-25 00:00:00","20.000","28.000","1.500","23.600","0.710","1014.900","","0.000","-99.000","-99.000","-99.000","30.600","","21.200",""
"C0S910","2019-09-25 00:00:00","212.000","40.000","2.100","24.700","0.810","994.700","","0.000","8.400","17.000","","26.100","","23.800",""
"C0D570","2019-09-25 00:00:00","15.000","0.000","0.000","23.000","0.740","1015.900","","0.000","-99.000","-99.000","-99.000","29.300","","22.200",""
"C0M710","2019-09-25 00:00:00","15.000","62.000","0.400","24.300","0.710","1015.300","","0.000","-99.000","-99.000","-99.000","29.100","","21.900",""
"C0V490","2019-09-25 00:00:00","20.000","113.000","0.900","27.600","0.670","1014.500","","0.000","-99.000","-99.000","-99.000","29.600","","25.100",""
"C0E870","2019-09-25 00:00:00","34.000","0.000","0.200","22.700","0.700","1014.900","","0.000","-99.000","-99.000","-99.000","28.600","","20.700",""
"C0M800","2019-09-25 00:00:00","440.000","0.000","0.000","21.800","0.900","968.200","","0.000","-99.000","-99.000","-99.000","27.900","","19.600",""
"C0A570","2019-09-25 00:00:00","360.000","0.000","0.100","17.600","0.980","979.300","","2.500","-99.000","-99.000","-99.000","20.700","","17.600",""
"C0S790","2019-09-25 00:00:00","236.000","354.000","0.600","21.600","0.890","993.300","","0.000","-99.000","-99.000","-99.000","28.800","","21.000",""
"C0D590","2019-09-25 00:00:00","143.000","48.000","3.700","22.100","0.750","1002.000","","0.000","-99.000","-99.000","-99.000","27.200","","21.600",""
"C0M700","2019-09-25 00:00:00","150.000","85.000","0.500","23.600","0.920","1000.300","","0.000","-99.000","-99.000","-99.000","30.200","","20.800",""
"C0A970","2019-09-25 00:00:00","96.000","41.000","4.000","23.100","0.730","1009.300","","0.000","-99.000","-99.000","-99.000","25.100","","22.600",""
"CM0110","2019-09-25 00:00:00","7.000","48.000","2.100","23.600","0.660","1016.400","","0.000","-99.000","-99.000","-99.000","28.100","","22.700",""
"C0S940","2019-09-25 00:00:00","150.000","339.000","0.900","23.100","0.760","1001.500","","0.000","-99.000","-99.000","-99.000","26.300","","21.900",""
"C0X250","2019-09-25 00:00:00","33.000","28.000","1.600","23.900","0.720","1013.100","","0.000","-99.000","-99.000","-99.000","31.500","","21.600",""
"C0K520","2019-09-25 00:00:00","10.000","25.000","1.300","23.600","0.720","1014.800","","0.000","-99.000","-99.000","-99.000","29.500","","21.500",""
"C0Z200","2019-09-25 00:00:00","153.000","0.000","0.200","21.500","0.990","1003.000","","0.000","-99.000","-99.000","-99.000","25.400","","20.500",""
"C0V790","2019-09-25 00:00:00","410.000","9.000","1.500","21.900","0.910","970.200","","0.000","-99.000","-99.000","-99.000","29.700","","20.400",""
"C0G860","2019-09-25 00:00:00","45.000","0.000","0.000","24.300","0.750","1010.100","","0.000","-99.000","-99.000","-99.000","31.500","","22.600",""
"C0F0A0","2019-09-25 00:00:00","3587.000","216.000","3.400","4.200","0.560","667.900","","0.000","-99.000","-99.000","-99.000","13.300","","3.500",""
"C0Z250","2019-09-25 00:00:00","1124.000","0.000","0.000","15.700","0.990","896.000","","5.000","-99.000","-99.000","-99.000","22.700","","14.500",""
"C0K440","2019-09-25 00:00:00","35.000","14.000","1.000","22.800","0.790","1013.000","","0.000","-99.000","-99.000","-99.000","28.900","","20.700",""
"C0T900","2019-09-25 00:00:00","160.000","271.000","0.900","21.400","0.800","999.800","","0.000","-99.000","-99.000","-99.000","26.200","","20.400",""
"C0F9V0","2019-09-25 00:00:00","525.000","183.000","2.400","21.400","0.810","959.600","","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0UA20","2019-09-25 00:00:00","2619.000","214.000","2.700","9.000","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","15.600","","7.500",""
"C0M850","2019-09-25 00:00:00","695.000","235.000","0.600","20.600","0.870","938.900","","0.000","-99.000","-99.000","-99.000","28.100","","19.100",""
"C0M730","2019-09-25 00:00:00","40.000","0.000","0.000","25.200","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","33.100","","22.700",""
"C0Z061","2019-09-25 00:00:00","174.000","86.000","0.700","21.200","0.990","1002.800","","0.500","-99.000","-99.000","-99.000","27.100","","20.500",""
"C0M670","2019-09-25 00:00:00","43.000","14.000","0.500","24.200","0.740","1011.300","","0.000","-99.000","-99.000","-99.000","30.400","","21.800",""
"C0I530","2019-09-25 00:00:00","3014.000","231.000","4.000","8.200","0.670","706.000","","0.000","-99.000","-99.000","-99.000","12.600","","5.800",""
"C0A880","2019-09-25 00:00:00","6.000","0.000","0.200","20.100","0.890","1017.100","","0.000","-99.000","-99.000","-99.000","25.600","","19.700",""
"C0S950","2019-09-25 00:00:00","415.000","222.000","2.000","20.500","0.940","971.400","","4.500","-99.000","-99.000","-99.000","25.600","","20.100",""
"C0X190","2019-09-25 00:00:00","10.000","15.000","2.600","25.300","0.770","1015.100","","0.000","-99.000","-99.000","-99.000","30.600","","22.700",""
"C0G790","2019-09-25 00:00:00","27.000","14.000","0.400","23.700","0.780","1015.600","","0.000","-99.000","-99.000","-99.000","31.900","","21.200",""
"C0C620","2019-09-25 00:00:00","19.000","62.000","1.800","22.300","0.760","1015.300","","0.000","-99.000","-99.000","-99.000","26.800","","20.900",""
"C0I360","2019-09-25 00:00:00","300.000","86.000","0.300","23.900","0.790","982.000","","0.000","-99.000","-99.000","-99.000","28.100","","21.200",""
"C0G840","2019-09-25 00:00:00","32.000","0.000","0.000","22.300","0.820","1011.000","","0.000","-99.000","-99.000","-99.000","30.500","","20.800",""
"C0V710","2019-09-25 00:00:00","34.000","123.000","1.200","27.500","0.710","1012.700","","0.000","-99.000","-99.000","-99.000","29.700","","25.000",""
"C0X140","2019-09-25 00:00:00","17.000","49.000","1.200","24.800","0.760","1014.300","","0.000","-99.000","-99.000","-99.000","32.200","","22.200",""
"C0C680","2019-09-25 00:00:00","228.000","133.000","2.600","21.100","0.770","990.900","","0.000","-99.000","-99.000","-99.000","23.900","","21.100",""
"C0D360","2019-09-25 00:00:00","523.000","0.000","0.000","19.200","0.960","957.400","","0.000","-99.000","-99.000","-99.000","25.600","","17.600",""
"C0C710","2019-09-25 00:00:00","143.000","149.000","1.300","22.400","0.650","1001.800","","0.000","-99.000","-99.000","-99.000","25.500","","22.200",""
"C0Z190","2019-09-25 00:00:00","62.000","299.000","0.900","23.000","0.960","1011.900","","0.000","-99.000","-99.000","-99.000","25.900","","22.900",""
"C0Z020","2019-09-25 00:00:00","211.000","18.000","2.700","20.900","0.990","994.600","","0.000","-99.000","-99.000","-99.000","26.300","","20.200",""
"C0I380","2019-09-25 00:00:00","258.000","145.000","0.300","23.200","0.990","986.600","","0.000","-99.000","-99.000","-99.000","28.700","","20.400",""
"C0D560","2019-09-25 00:00:00","147.000","74.000","1.400","22.900","0.680","1001.100","","0.000","-99.000","-99.000","-99.000","28.200","","22.800",""
"C0Z220","2019-09-25 00:00:00","589.000","0.000","0.000","19.000","0.960","954.500","","0.000","-99.000","-99.000","-99.000","22.700","","18.900",""
"C0R220","2019-09-25 00:00:00","23.000","122.000","0.400","25.700","1.000","1014.300","","0.000","-99.000","-99.000","-99.000","30.200","","23.600",""
"C0A870","2019-09-25 00:00:00","685.000","80.000","6.600","20.800","0.930","940.300","","1.500","-99.000","-99.000","-99.000","23.500","","18.700",""
"C0V670","2019-09-25 00:00:00","20.000","350.000","1.100","27.300","0.660","1014.200","","0.000","-99.000","-99.000","-99.000","30.000","","24.000",""
"C0G770","2019-09-25 00:00:00","15.000","31.000","1.100","24.400","0.700","1014.700","","0.000","-99.000","-99.000","-99.000","29.500","","23.100",""
"C0C540","2019-09-25 00:00:00","46.000","55.000","1.400","21.000","0.780","1013.400","","0.000","-99.000","-99.000","-99.000","26.500","","20.700",""
"C0F9O0","2019-09-25 00:00:00","175.000","0.000","0.200","24.100","0.870","996.800","","0.000","-99.000","-99.000","-99.000","30.700","","22.300",""
"C0Z230","2019-09-25 00:00:00","31.000","290.000","3.200","23.300","0.730","1016.800","","0.000","-99.000","-99.000","-99.000","25.700","","23.200",""
"C0X060","2019-09-25 00:00:00","19.000","17.000","1.600","23.800","0.740","1016.300","","0.000","-99.000","-99.000","-99.000","32.100","","20.900",""
"C1R320","2019-09-25 00:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-25 00:00:00","31.000","92.000","0.800","25.700","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","31.600","","24.300",""
"C0AC60","2019-09-25 00:00:00","55.000","84.000","2.700","23.600","0.620","1011.900","","0.000","-99.000","-99.000","-99.000","27.600","","23.100",""
