"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X310","2019-09-25 13:00:00","9.000","339.000","6.500","27.400","0.740","1015.000","","0.000","-99.000","-99.000","-99.000","27.400","","23.500",""
"C0K280","2019-09-25 13:00:00","23.000","7.000","4.000","30.900","0.530","1014.700","","0.000","-99.000","-99.000","-99.000","31.800","","22.000",""
"C0M650","2019-09-25 13:00:00","20.000","340.000","2.500","30.900","0.520","1012.900","","0.000","-99.000","-99.000","-99.000","30.900","","22.000",""
"C0S910","2019-09-25 13:00:00","212.000","36.000","3.000","25.900","0.730","993.500","","0.000","12.400","21.000","","26.400","","24.200",""
"C0D570","2019-09-25 13:00:00","15.000","8.000","1.700","30.800","0.550","1014.100","","0.000","-99.000","-99.000","-99.000","31.700","","22.400",""
"C0M710","2019-09-25 13:00:00","15.000","327.000","4.900","29.000","0.610","1013.500","","0.000","-99.000","-99.000","-99.000","29.500","","22.600",""
"C0V490","2019-09-25 13:00:00","20.000","262.000","2.000","29.200","0.610","1013.000","","0.000","-99.000","-99.000","-99.000","30.800","","26.000",""
"C0E870","2019-09-25 13:00:00","34.000","13.000","3.200","28.600","0.570","1013.100","","0.000","8.800","360.000","","29.200","","21.100",""
"C0M800","2019-09-25 13:00:00","440.000","258.000","2.100","28.800","0.580","965.900","","0.000","-99.000","-99.000","-99.000","29.200","","19.300",""
"C0A570","2019-09-25 13:00:00","360.000","73.000","4.000","23.200","0.740","977.300","","0.000","-99.000","-99.000","-99.000","24.000","","17.700",""
"C0S790","2019-09-25 13:00:00","236.000","340.000","1.200","22.200","0.920","991.900","","0.000","-99.000","-99.000","-99.000","28.300","","21.000",""
"C0D590","2019-09-25 13:00:00","143.000","43.000","5.000","27.000","0.600","1000.700","","0.000","11.000","37.000","","28.500","","21.800",""
"C0U990","2019-09-25 13:00:00","31.000","117.000","0.400","25.600","0.660","1015.800","","0.000","-99.000","-99.000","-99.000","26.200","","21.800",""
"C0M700","2019-09-25 13:00:00","150.000","340.000","0.900","30.300","0.570","998.500","","0.000","-99.000","-99.000","-99.000","30.900","","21.300",""
"C0A970","2019-09-25 13:00:00","96.000","20.000","3.100","24.400","0.690","1008.000","","0.000","-99.000","-99.000","-99.000","26.000","","22.900",""
"CM0110","2019-09-25 13:00:00","7.000","32.000","5.100","27.600","0.580","1014.800","","0.000","10.500","21.000","","28.200","","22.500",""
"C0S940","2019-09-25 13:00:00","150.000","26.000","1.700","24.500","0.760","1000.100","","0.000","-99.000","-99.000","-99.000","25.400","","23.000",""
"C0X250","2019-09-25 13:00:00","33.000","20.000","1.400","31.100","0.500","1011.000","","0.000","-99.000","-99.000","-99.000","31.200","","22.300",""
"C0K520","2019-09-25 13:00:00","10.000","342.000","2.800","29.500","0.540","1013.100","","0.000","-99.000","-99.000","-99.000","29.700","","22.000",""
"C0Z200","2019-09-25 13:00:00","153.000","35.000","2.700","24.800","0.740","1001.500","","0.000","-99.000","-99.000","-99.000","26.200","","20.900",""
"C0V740","2019-09-25 13:00:00","60.000","296.000","2.100","30.900","0.540","1008.600","","0.000","-99.000","-99.000","-99.000","31.300","","22.400",""
"C0V790","2019-09-25 13:00:00","410.000","237.000","4.200","30.200","0.520","968.100","","0.000","-99.000","-99.000","-99.000","30.200","","19.900",""
"C0G860","2019-09-25 13:00:00","45.000","315.000","1.500","31.500","0.450","1008.500","","0.000","-99.000","-99.000","-99.000","31.500","","22.500",""
"C0Z250","2019-09-25 13:00:00","1124.000","0.000","0.000","18.100","0.990","894.700","","0.000","-99.000","-99.000","-99.000","19.400","","15.200",""
"C0V500","2019-09-25 13:00:00","6.000","247.000","0.700","29.400","0.710","1013.300","","0.000","-99.000","-99.000","-99.000","29.700","","25.800",""
"C0K440","2019-09-25 13:00:00","35.000","331.000","4.800","28.900","0.610","1011.200","","0.000","-99.000","-99.000","-99.000","29.000","","21.000",""
"C0V350","2019-09-25 13:00:00","36.000","305.000","3.100","32.200","0.560","1011.600","","0.000","-99.000","-99.000","-99.000","32.800","","22.200",""
"C0W120","2019-09-25 13:00:00","58.000","19.000","8.400","25.900","0.640","1009.700","","0.000","15.300","12.000","","25.900","","23.700",""
"C0R470","2019-09-25 13:00:00","103.000","309.000","2.000","31.400","0.540","1003.300","","0.000","-99.000","-99.000","-99.000","32.300","","23.300",""
"C0M770","2019-09-25 13:00:00","164.000","312.000","1.100","28.800","0.580","995.800","","0.000","-99.000","-99.000","-99.000","29.600","","21.700",""
"C0I490","2019-09-25 13:00:00","1601.000","245.000","3.300","23.800","0.750","845.400","","0.000","-99.000","-99.000","-99.000","24.500","","13.300",""
"C0I090","2019-09-25 13:00:00","910.000","330.000","1.700","24.200","0.780","916.300","","0.000","-99.000","-99.000","-99.000","24.400","","18.000",""
"C0X240","2019-09-25 13:00:00","394.000","29.000","0.800","27.800","0.670","971.600","","0.000","-99.000","-99.000","-99.000","28.000","","20.600",""
"C0S990","2019-09-25 13:00:00","409.000","20.000","4.100","22.700","0.860","971.600","","0.000","-99.000","-99.000","-99.000","24.300","","21.200",""
"C0E850","2019-09-25 13:00:00","104.000","12.000","2.600","28.500","0.580","1003.200","","0.000","-99.000","-99.000","-99.000","28.800","","20.100",""
"C0T9B0","2019-09-25 13:00:00","558.000","0.000","0.200","20.800","0.840","956.400","","0.500","-99.000","-99.000","-99.000","23.200","","19.700",""
"C0G650","2019-09-25 13:00:00","34.000","342.000","1.900","31.000","0.510","1010.800","","0.000","-99.000","-99.000","-99.000","31.300","","21.600",""
"C0K580","2019-09-25 13:00:00","26.000","343.000","2.600","30.800","0.510","1013.100","","0.000","-99.000","-99.000","-99.000","31.300","","21.300",""
"C0X050","2019-09-25 13:00:00","25.000","327.000","1.300","33.100","0.470","1010.800","","0.000","-99.000","-99.000","-99.000","33.100","","21.900",""
"CM0100","2019-09-25 13:00:00","25.000","5.000","3.100","28.400","0.530","1013.100","","0.000","8.400","39.000","","28.500","","23.700",""
"C0AC70","2019-09-25 13:00:00","71.000","94.000","0.800","27.400","0.560","1009.300","","0.000","6.600","61.000","","27.600","","23.100",""
"CM0130","2019-09-25 13:00:00","11.000","327.000","5.200","27.700","0.650","1014.700","","0.000","-99.000","-99.000","-99.000","27.800","","24.000",""
"C0W110","2019-09-25 13:00:00","16.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R670","2019-09-25 13:00:00","26.000","78.000","4.100","28.300","-99.000","1013.300","","0.000","-99.000","-99.000","-99.000","28.400","","25.200",""
"C0X120","2019-09-25 13:00:00","28.000","321.000","2.400","31.100","0.540","1012.600","","0.000","-99.000","-99.000","-99.000","31.100","","23.100",""
"C0R100","2019-09-25 13:00:00","1006.000","196.000","1.700","24.800","0.720","906.300","","0.000","-99.000","-99.000","-99.000","25.500","","16.700",""
"C0C700","2019-09-25 13:00:00","151.000","74.000","2.700","27.300","0.570","999.600","","0.000","10.100","51.000","","27.600","","22.300",""
"C0W130","2019-09-25 13:00:00","18.000","21.000","6.100","27.200","0.650","1013.000","","0.000","13.500","356.000","","27.500","","24.700",""
"C0F9R0","2019-09-25 13:00:00","20.000","36.000","4.900","28.000","0.700","1013.800","","0.000","-99.000","-99.000","-99.000","28.200","","22.100",""
"C0V660","2019-09-25 13:00:00","25.000","282.000","2.700","30.500","0.550","1013.000","","0.000","-99.000","-99.000","-99.000","30.600","","24.200",""
"C0G780","2019-09-25 13:00:00","27.000","350.000","3.400","29.700","0.550","1011.900","","0.000","-99.000","-99.000","-99.000","30.000","","22.500",""
"C0C590","2019-09-25 13:00:00","72.000","28.000","4.000","26.800","0.600","1007.600","","0.000","10.300","17.000","","27.900","","21.800",""
"C0I520","2019-09-25 13:00:00","3860.000","-99.000","-99.000","8.500","0.700","645.600","","-99.000","-99.000","-99.000","-99.000","9.600","","5.300",""
"C0E530","2019-09-25 13:00:00","341.000","29.000","1.300","27.800","0.600","976.800","","0.000","-99.000","-99.000","-99.000","28.300","","18.600",""
"C0M790","2019-09-25 13:00:00","15.000","2.000","1.000","31.500","0.470","1012.000","","0.000","-99.000","-99.000","-99.000","31.600","","22.000",""
"C0R130","2019-09-25 13:00:00","1040.000","257.000","1.200","25.500","0.740","900.000","","0.000","-99.000","-99.000","-99.000","25.600","","16.800",""
"C0AH30","2019-09-25 13:00:00","755.000","31.000","2.100","19.000","0.900","933.700","","0.000","-99.000","-99.000","-99.000","20.600","","18.200",""
"C0X170","2019-09-25 13:00:00","50.000","273.000","3.100","31.500","0.510","1008.500","","0.000","-99.000","-99.000","-99.000","32.100","","23.100",""
"C0K291","2019-09-25 13:00:00","8.000","347.000","5.500","29.200","0.590","1014.500","","0.000","-99.000","-99.000","-99.000","29.500","","22.400",""
"C0D480","2019-09-25 13:00:00","223.000","0.000","0.000","27.700","0.660","989.900","","0.000","-99.000","-99.000","-99.000","28.200","","20.800",""
"C0F0C0","2019-09-25 13:00:00","983.000","0.000","0.200","24.900","0.720","907.200","","0.000","-99.000","-99.000","-99.000","25.300","","18.000",""
"C0U860","2019-09-25 13:00:00","5.000","52.000","5.400","27.200","0.620","1017.600","","0.000","-99.000","-99.000","-99.000","29.500","","20.700",""
"C0UA50","2019-09-25 13:00:00","808.000","305.000","1.600","21.000","0.990","928.400","","1.000","-99.000","-99.000","-99.000","21.000","","16.600",""
"C0T960","2019-09-25 13:00:00","120.000","85.000","0.600","25.500","0.760","1004.200","","0.000","-99.000","-99.000","-99.000","26.000","","20.900",""
"C0SA80","2019-09-25 13:00:00","136.000","80.000","1.100","24.400","0.790","1001.700","","0.000","-99.000","-99.000","-99.000","25.900","","21.200",""
"C0E780","2019-09-25 13:00:00","160.000","343.000","1.100","29.500","0.570","997.100","","0.000","-99.000","-99.000","-99.000","30.200","","20.400",""
"C0F9Q0","2019-09-25 13:00:00","149.000","340.000","5.300","28.800","0.640","997.600","","0.000","-99.000","-99.000","-99.000","29.900","","20.400",""
"C0F9X0","2019-09-25 13:00:00","166.000","13.000","4.700","28.200","0.590","996.900","","0.000","-99.000","-99.000","-99.000","28.600","","21.300",""
"C0F0D0","2019-09-25 13:00:00","3171.000","205.000","0.900","15.600","0.640","701.600","","0.000","-99.000","-99.000","-99.000","16.100","","7.500",""
"C0S730","2019-09-25 13:00:00","110.000","52.000","9.100","26.500","0.670","1004.300","","0.000","14.700","51.000","","26.500","","23.500",""
"C0T790","2019-09-25 13:00:00","2830.000","154.000","1.400","15.600","0.710","731.000","","0.000","-99.000","-99.000","-99.000","17.400","","6.300",""
"C0M830","2019-09-25 13:00:00","540.000","332.000","2.600","27.900","0.680","955.600","","0.000","-99.000","-99.000","-99.000","28.600","","19.200",""
"C0V750","2019-09-25 13:00:00","50.000","287.000","3.600","30.700","0.550","1010.300","","0.000","-99.000","-99.000","-99.000","31.200","","24.200",""
"C0K530","2019-09-25 13:00:00","12.000","9.000","5.800","27.600","0.600","1014.100","","0.000","-99.000","-99.000","-99.000","27.800","","22.700",""
"C0G850","2019-09-25 13:00:00","62.000","330.000","2.000","32.100","0.510","1007.300","","0.000","-99.000","-99.000","-99.000","32.100","","23.300",""
"C0Z190","2019-09-25 13:00:00","62.000","111.000","1.300","25.600","0.700","1010.400","","0.000","-99.000","-99.000","-99.000","26.700","","22.800",""
"C0C710","2019-09-25 13:00:00","143.000","152.000","1.000","28.600","0.540","999.600","","0.000","6.700","60.000","","28.600","","21.900",""
"C0D360","2019-09-25 13:00:00","523.000","0.000","0.000","25.800","0.710","956.200","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
"C0C680","2019-09-25 13:00:00","228.000","119.000","3.900","25.600","0.620","989.300","","0.000","9.800","86.000","","25.800","","21.000",""
"C0X140","2019-09-25 13:00:00","17.000","290.000","2.300","31.800","0.510","1012.400","","0.000","-99.000","-99.000","-99.000","31.900","","23.200",""
"C0V710","2019-09-25 13:00:00","34.000","294.000","3.100","29.800","0.590","1011.000","","0.000","-99.000","-99.000","-99.000","30.700","","25.100",""
"C0G840","2019-09-25 13:00:00","32.000","338.000","0.700","30.800","0.560","1009.300","","0.000","-99.000","-99.000","-99.000","30.800","","21.000",""
"C0S890","2019-09-25 13:00:00","238.000","11.000","2.300","25.900","0.740","992.700","","0.000","-99.000","-99.000","-99.000","26.900","","20.700",""
"C0T820","2019-09-25 13:00:00","550.000","111.000","2.300","24.700","0.610","958.800","","0.000","-99.000","-99.000","-99.000","26.200","","19.200",""
"C0F9I0","2019-09-25 13:00:00","194.000","4.000","4.200","28.000","0.610","993.100","","0.000","-99.000","-99.000","-99.000","29.000","","21.200",""
"C0C650","2019-09-25 13:00:00","208.000","40.000","2.800","25.400","0.610","992.300","","0.000","8.600","50.000","","25.600","","20.500",""
"C0R600","2019-09-25 13:00:00","766.000","244.000","2.100","24.300","0.830","930.500","","0.000","-99.000","-99.000","-99.000","25.100","","20.800",""
"C0Z320","2019-09-25 13:00:00","646.000","0.000","0.100","21.200","0.820","945.800","","0.000","-99.000","-99.000","-99.000","25.000","","17.700",""
"C0V210","2019-09-25 13:00:00","734.000","209.000","2.500","29.100","0.540","934.000","","0.000","-99.000","-99.000","-99.000","29.100","","16.500",""
"C0K240","2019-09-25 13:00:00","1132.000","330.000","1.600","25.600","0.820","895.300","","0.000","-99.000","-99.000","-99.000","26.700","","17.200",""
"C0M520","2019-09-25 13:00:00","15.000","335.000","2.600","30.400","0.530","1012.600","","0.000","-99.000","-99.000","-99.000","30.500","","21.600",""
"C0A660","2019-09-25 13:00:00","97.000","44.000","1.600","25.000","1.000","1006.200","","0.000","-99.000","-99.000","-99.000","26.500","","20.300",""
"C0A890","2019-09-25 13:00:00","40.000","0.000","0.000","25.700","0.700","1012.800","","0.000","-99.000","-99.000","-99.000","27.100","","20.000",""
"C0O840","2019-09-25 13:00:00","134.000","322.000","1.200","30.300","0.590","998.000","","0.000","-99.000","-99.000","-99.000","30.300","","21.000",""
"C0R530","2019-09-25 13:00:00","16.000","249.000","4.700","27.800","0.660","1012.800","","0.000","-99.000","-99.000","-99.000","29.300","","24.000",""
"C0G870","2019-09-25 13:00:00","12.000","13.000","3.700","28.900","0.590","1015.000","","0.000","10.100","351.000","","29.100","","22.400",""
"C0M820","2019-09-25 13:00:00","980.000","231.000","2.600","25.000","0.640","908.200","","0.000","-99.000","-99.000","-99.000","25.300","","16.500",""
"C0F9S0","2019-09-25 13:00:00","43.000","357.000","2.500","30.900","0.470","1010.000","","0.000","-99.000","-99.000","-99.000","30.900","","22.900",""
"C0M780","2019-09-25 13:00:00","30.000","333.000","1.100","32.200","0.480","1011.700","","0.000","-99.000","-99.000","-99.000","32.200","","21.800",""
"C0V360","2019-09-25 13:00:00","94.000","289.000","1.500","32.500","0.500","1004.000","","0.000","-99.000","-99.000","-99.000","33.200","","20.500",""
"C0K510","2019-09-25 13:00:00","10.000","343.000","3.400","30.000","0.540","1013.200","","0.000","-99.000","-99.000","-99.000","30.300","","21.900",""
"C0D650","2019-09-25 13:00:00","97.000","37.000","5.100","27.100","0.590","1005.400","","0.000","11.900","46.000","","28.000","","22.500",""
"C0V630","2019-09-25 13:00:00","19.000","312.000","2.600","28.600","0.630","1015.300","","0.000","-99.000","-99.000","-99.000","29.000","","24.200",""
"C0U910","2019-09-25 13:00:00","17.000","305.000","0.600","25.600","0.650","1016.200","","0.000","-99.000","-99.000","-99.000","25.600","","22.400",""
"C0U600","2019-09-25 13:00:00","10.000","61.000","2.500","26.100","0.620","1016.800","","0.000","-99.000","-99.000","-99.000","26.200","","20.500",""
"C0G820","2019-09-25 13:00:00","29.000","344.000","0.800","32.400","0.530","1011.000","","0.000","-99.000","-99.000","-99.000","32.400","","21.500",""
"C0R590","2019-09-25 13:00:00","72.000","284.000","3.400","30.700","0.580","1006.200","","0.000","-99.000","-99.000","-99.000","30.900","","22.600",""
"C0A9E0","2019-09-25 13:00:00","26.000","69.000","2.500","28.300","0.520","1014.800","","0.000","-99.000","-99.000","-99.000","28.400","","23.200",""
"C0R480","2019-09-25 13:00:00","57.000","325.000","1.700","31.300","0.550","1008.000","","0.000","-99.000","-99.000","-99.000","32.000","","22.900",""
"C0X300","2019-09-25 13:00:00","70.000","0.000","0.000","30.900","0.550","1006.600","","0.000","-99.000","-99.000","-99.000","30.900","","21.200",""
"C0U970","2019-09-25 13:00:00","7.000","47.000","3.500","27.100","0.620","1018.200","","0.000","-99.000","-99.000","-99.000","28.300","","21.200",""
"C0M750","2019-09-25 13:00:00","10.000","344.000","1.000","30.000","0.590","1013.700","","0.000","-99.000","-99.000","-99.000","30.000","","22.700",""
"C0V370","2019-09-25 13:00:00","74.000","281.000","1.500","31.100","0.610","1006.800","","0.000","-99.000","-99.000","-99.000","31.600","","21.600",""
"C0C690","2019-09-25 13:00:00","242.000","95.000","1.900","25.800","0.540","989.600","","0.000","-99.000","-99.000","-99.000","26.200","","21.000",""
"C0A540","2019-09-25 13:00:00","401.000","0.000","0.100","22.500","0.810","971.100","","0.000","-99.000","-99.000","-99.000","23.000","","16.500",""
"C0H950","2019-09-25 13:00:00","192.000","229.000","0.800","31.900","0.490","994.100","","0.000","-99.000","-99.000","-99.000","31.900","","19.700",""
"C0O960","2019-09-25 13:00:00","112.000","287.000","0.900","29.000","0.620","1002.100","","0.000","-99.000","-99.000","-99.000","30.100","","21.700",""
"C0AH10","2019-09-25 13:00:00","30.000","85.000","4.400","27.400","0.590","1012.600","","0.000","-99.000","-99.000","-99.000","27.700","","23.200",""
"C0R680","2019-09-25 13:00:00","13.000","72.000","9.000","27.800","-99.000","1014.500","","0.500","-99.000","-99.000","-99.000","27.900","","24.300",""
"C0X210","2019-09-25 13:00:00","38.000","353.000","2.500","30.800","0.510","1008.800","","0.000","-99.000","-99.000","-99.000","31.400","","21.800",""
"C0V730","2019-09-25 13:00:00","33.000","256.000","2.300","30.900","0.570","1011.500","","0.000","7.500","252.000","","31.300","","24.300",""
"C0D430","2019-09-25 13:00:00","87.000","49.000","0.300","30.000","0.570","1004.600","","0.000","-99.000","-99.000","-99.000","30.200","","20.100",""
"C0AD30","2019-09-25 13:00:00","20.000","67.000","3.000","28.000","0.530","1012.900","","0.000","8.200","98.000","","28.300","","23.800",""
"C0R240","2019-09-25 13:00:00","87.000","193.000","1.800","29.100","0.650","1004.700","","0.000","-99.000","-99.000","-99.000","31.800","","21.800",""
"C0AI30","2019-09-25 13:00:00","26.000","72.000","6.700","26.800","0.630","1014.800","","0.000","-99.000","-99.000","-99.000","27.300","","23.700",""
"C0U960","2019-09-25 13:00:00","1885.000","230.000","0.800","17.900","0.850","818.300","","0.000","-99.000","-99.000","-99.000","18.100","","9.600",""
"C0T9E0","2019-09-25 13:00:00","415.000","10.000","0.700","22.600","0.780","972.100","","0.000","-99.000","-99.000","-99.000","24.900","","19.100",""
"C0D550","2019-09-25 13:00:00","1956.000","0.000","0.000","15.400","0.890","814.900","","0.000","-99.000","-99.000","-99.000","17.200","","11.300",""
"C0C630","2019-09-25 13:00:00","209.000","53.000","4.500","26.600","0.590","992.400","","0.000","10.600","52.000","","27.100","","22.000",""
"C0T900","2019-09-25 13:00:00","160.000","143.000","0.600","24.100","0.700","998.300","","0.000","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0F9V0","2019-09-25 13:00:00","525.000","309.000","2.700","29.100","0.610","958.800","","0.000","-99.000","-99.000","-99.000","30.100","","20.300",""
"C0UA20","2019-09-25 13:00:00","2619.000","222.000","1.300","16.500","0.640","-99.000","","0.000","-99.000","-99.000","-99.000","17.000","","7.300",""
"C0AC60","2019-09-25 13:00:00","55.000","69.000","3.900","29.000","0.490","1009.900","","0.000","10.400","55.000","","29.100","","23.200",""
"C0R160","2019-09-25 13:00:00","45.000","307.000","2.900","31.000","0.640","1008.700","","0.000","-99.000","-99.000","-99.000","31.300","","22.300",""
"C0A950","2019-09-25 13:00:00","60.000","61.000","4.800","25.000","0.620","1011.300","","0.000","-99.000","-99.000","-99.000","25.700","","24.200",""
"C0F9L0","2019-09-25 13:00:00","253.000","17.000","2.500","29.300","0.540","986.300","","0.000","-99.000","-99.000","-99.000","29.300","","21.300",""
"C0R550","2019-09-25 13:00:00","38.000","242.000","3.800","29.800","0.640","1011.100","","0.000","-99.000","-99.000","-99.000","32.600","","22.700",""
"C0V530","2019-09-25 13:00:00","34.000","268.000","2.400","30.400","0.530","1010.700","","0.000","-99.000","-99.000","-99.000","31.300","","22.700",""
"C0AI10","2019-09-25 13:00:00","76.000","171.000","1.400","27.500","0.600","1008.200","","0.000","7.700","128.000","","28.000","","19.900",""
"C0F9U0","2019-09-25 13:00:00","74.000","36.000","2.300","30.900","0.470","1006.800","","0.000","-99.000","-99.000","-99.000","31.800","","23.600",""
"C0V680","2019-09-25 13:00:00","40.000","296.000","3.800","29.800","0.590","1010.300","","0.000","-99.000","-99.000","-99.000","30.800","","24.300",""
"C0X110","2019-09-25 13:00:00","20.000","318.000","3.300","30.600","0.540","1012.800","","0.000","-99.000","-99.000","-99.000","30.900","","24.900",""
"C0V310","2019-09-25 13:00:00","46.000","271.000","2.400","31.500","0.460","1008.100","","0.000","-99.000","-99.000","-99.000","31.800","","22.000",""
"C0G620","2019-09-25 13:00:00","110.000","314.000","1.900","32.200","0.520","1003.100","","0.000","-99.000","-99.000","-99.000","32.300","","20.300",""
"C0AD50","2019-09-25 13:00:00","84.000","73.000","5.300","27.700","0.600","1007.200","","0.000","11.500","92.000","","27.700","","22.700",""
"C0A9A0","2019-09-25 13:00:00","24.000","66.000","4.000","27.000","0.530","1014.700","","0.000","11.000","49.000","","27.300","","23.200",""
"C0O830","2019-09-25 13:00:00","127.000","273.000","2.000","33.300","0.500","1000.700","","0.000","-99.000","-99.000","-99.000","33.300","","21.300",""
"C0S760","2019-09-25 13:00:00","1621.000","151.000","0.500","16.100","1.000","843.500","","0.000","-99.000","-99.000","-99.000","16.100","","12.700",""
"C0X160","2019-09-25 13:00:00","26.000","278.000","3.100","30.600","0.540","1012.100","","0.000","-99.000","-99.000","-99.000","31.000","","24.000",""
"C0C490","2019-09-25 13:00:00","157.000","37.000","1.900","28.900","0.550","998.200","","0.000","7.700","100.000","","29.800","","22.500",""
"C0F970","2019-09-25 13:00:00","145.000","319.000","2.500","30.500","0.470","997.500","","0.000","-99.000","-99.000","-99.000","30.500","","22.200",""
"C0M690","2019-09-25 13:00:00","33.000","324.000","1.300","30.700","0.510","1010.200","","0.000","-99.000","-99.000","-99.000","30.700","","21.600",""
"C0V690","2019-09-25 13:00:00","30.000","302.000","4.700","28.000","0.710","1012.300","","0.000","-99.000","-99.000","-99.000","29.900","","26.100",""
"C0Z210","2019-09-25 13:00:00","126.000","54.000","1.000","26.100","0.670","1004.400","","0.000","-99.000","-99.000","-99.000","26.100","","20.900",""
"C0U770","2019-09-25 13:00:00","5.000","82.000","2.000","26.700","0.560","1017.300","","0.000","8.800","63.000","","27.000","","22.600",""
"C0Z290","2019-09-25 13:00:00","946.000","0.000","0.000","19.700","0.950","913.400","","0.500","-99.000","-99.000","-99.000","21.100","","16.400",""
"CM0120","2019-09-25 13:00:00","4.000","45.000","5.600","27.300","0.590","1015.000","","0.000","-99.000","-99.000","-99.000","27.500","","23.600",""
"C0G760","2019-09-25 13:00:00","53.000","319.000","2.100","30.900","0.500","1010.900","","0.000","-99.000","-99.000","-99.000","31.100","","21.200",""
"C0K450","2019-09-25 13:00:00","35.000","328.000","1.500","30.800","0.510","1010.200","","0.000","-99.000","-99.000","-99.000","30.800","","21.900",""
"C0Z080","2019-09-25 13:00:00","298.000","9.000","2.000","24.700","0.780","984.100","","0.000","-99.000","-99.000","-99.000","26.100","","19.900",""
"C0M850","2019-09-25 13:00:00","695.000","234.000","0.700","27.300","0.690","937.000","","0.000","-99.000","-99.000","-99.000","27.800","","19.100",""
"C0G790","2019-09-25 13:00:00","27.000","317.000","2.400","31.500","0.490","1014.300","","0.000","-99.000","-99.000","-99.000","31.500","","21.500",""
"C0I410","2019-09-25 13:00:00","180.000","8.000","1.800","30.100","0.530","993.900","","0.000","-99.000","-99.000","-99.000","31.000","","21.100",""
"C0K250","2019-09-25 13:00:00","12.000","22.000","2.000","30.900","0.560","1013.900","","0.000","7.100","16.000","","32.000","","20.300",""
"C0AH80","2019-09-25 13:00:00","68.000","87.000","2.900","26.700","0.640","1009.100","","0.000","-99.000","-99.000","-99.000","27.000","","19.300",""
"C0E820","2019-09-25 13:00:00","220.000","32.000","2.400","28.000","0.590","990.500","","0.000","-99.000","-99.000","-99.000","28.300","","19.300",""
"C0V640","2019-09-25 13:00:00","35.000","270.000","3.200","29.700","0.570","1011.000","","0.000","-99.000","-99.000","-99.000","29.800","","23.700",""
"C0S920","2019-09-25 13:00:00","98.000","348.000","1.100","24.000","0.840","1001.500","","1.000","6.400","139.000","","27.100","","22.000",""
"C0S830","2019-09-25 13:00:00","288.000","36.000","3.000","24.000","0.810","986.200","","0.000","-99.000","-99.000","-99.000","27.400","","22.200",""
"C0V800","2019-09-25 13:00:00","256.000","177.000","1.500","31.300","0.500","983.900","","0.000","-99.000","-99.000","-99.000","31.300","","21.200",""
"C0R140","2019-09-25 13:00:00","740.000","316.000","2.000","26.100","0.580","935.600","","0.000","-99.000","-99.000","-99.000","26.100","","19.200",""
"C0K410","2019-09-25 13:00:00","20.000","317.000","3.500","30.000","0.550","1011.700","","0.000","-99.000","-99.000","-99.000","31.100","","22.000",""
"C0F000","2019-09-25 13:00:00","273.000","12.000","2.700","27.800","0.680","983.000","","0.000","-99.000","-99.000","-99.000","28.200","","20.500",""
"C0W150","2019-09-25 13:00:00","42.000","74.000","3.100","28.800","0.430","1013.300","","0.000","-99.000","-99.000","-99.000","29.000","","23.500",""
"C0AH90","2019-09-25 13:00:00","660.000","73.000","0.700","20.300","0.840","946.600","","0.000","-99.000","-99.000","-99.000","21.000","","17.300",""
"C0F9K0","2019-09-25 13:00:00","30.000","19.000","5.500","26.900","0.650","1010.500","","0.000","-99.000","-99.000","-99.000","27.300","","21.800",""
"C0H990","2019-09-25 13:00:00","3076.000","191.000","3.600","13.200","0.710","710.000","","0.500","-99.000","-99.000","-99.000","13.600","","6.100",""
"C0V260","2019-09-25 13:00:00","126.000","294.000","1.900","33.700","0.480","1000.500","","0.000","-99.000","-99.000","-99.000","34.500","","21.900",""
"C0S970","2019-09-25 13:00:00","19.000","59.000","3.000","26.300","0.710","1014.700","","0.000","-99.000","-99.000","-99.000","27.700","","23.600",""
"C0U940","2019-09-25 13:00:00","25.000","218.000","1.100","25.700","0.680","1016.400","","0.000","-99.000","-99.000","-99.000","25.700","","21.300",""
"C0A860","2019-09-25 13:00:00","362.000","44.000","3.700","23.000","0.750","976.800","","0.000","-99.000","-99.000","-99.000","24.600","","19.000",""
"C0I480","2019-09-25 13:00:00","2165.000","183.000","0.900","18.500","0.720","792.400","","0.000","-99.000","-99.000","-99.000","19.100","","9.100",""
"CM0150","2019-09-25 13:00:00","11.000","93.000","0.900","25.700","0.690","1015.700","","0.000","-99.000","-99.000","-99.000","27.800","","23.000",""
"C0X080","2019-09-25 13:00:00","2.000","310.000","3.600","32.800","0.440","1014.700","","0.000","-99.000","-99.000","-99.000","32.800","","22.700",""
"C0AH00","2019-09-25 13:00:00","38.000","40.000","3.400","26.300","0.610","1012.900","","0.000","8.800","97.000","","27.000","","22.400",""
"C0V700","2019-09-25 13:00:00","24.000","284.000","1.800","30.400","0.590","1011.500","","0.000","-99.000","-99.000","-99.000","30.400","","25.800",""
"C0AD00","2019-09-25 13:00:00","86.000","45.000","2.100","26.800","0.610","1008.300","","0.000","-99.000","-99.000","-99.000","26.800","","23.900",""
